t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
7.734613173370e-10,5.000110189840e-02,2.014157197520e-03,9.479072532000e-01,2.941509548900e-06,7.454619437770e-05,1.000000000000e+04,4.004441016630e+03,4.000429395230e+03,4.076661049680e+03,4.008702830990e+03,9.380891896690e-04,2.500001412690e+03,1.810743652220e+22,6.228374033730e+06
7.850732370970e-10,5.000111844790e-02,2.014204077690e-03,9.479071822860e-01,2.943250558180e-06,7.455193797990e-05,1.000000000000e+04,4.004507605280e+03,4.000435841510e+03,4.077774907790e+03,4.008832873610e+03,9.380891896690e-04,2.500001433910e+03,1.810743667590e+22,6.228377993830e+06
7.968593356530e-10,5.000113524580e-02,2.014251661080e-03,9.479071103080e-01,2.945017677260e-06,7.455776770810e-05,1.000000000000e+04,4.004575190230e+03,4.000442384470e+03,4.078904391580e+03,4.008964848430e+03,9.380891896690e-04,2.500001455440e+03,1.810743683180e+22,6.228382013330e+06
8.088222256880e-10,5.000115229600e-02,2.014299958240e-03,9.479070372500e-01,2.946811297620e-06,7.456368485340e-05,1.000000000000e+04,4.004643786340e+03,4.000449025570e+03,4.080049704570e+03,4.009098783880e+03,9.380891896690e-04,2.500001477300e+03,1.810743699020e+22,6.228386093110e+06
8.209645590730e-10,5.000116960210e-02,2.014348979870e-03,9.479069630960e-01,2.948631816630e-06,7.456969072620e-05,1.000000000000e+04,4.004713408690e+03,4.000455766290e+03,4.081211052490e+03,4.009234708810e+03,9.380891896690e-04,2.500001499490e+03,1.810743715090e+22,6.228390234090e+06
8.332890274590e-10,5.000118716800e-02,2.014398736840e-03,9.479068878290e-01,2.950479637580e-06,7.457578665650e-05,1.000000000000e+04,4.004784072610e+03,4.000462608110e+03,4.082388643310e+03,4.009372652460e+03,9.380891896690e-04,2.500001522010e+03,1.810743731400e+22,6.228394437180e+06
8.457983628710e-10,5.000120499760e-02,2.014449240190e-03,9.479068114330e-01,2.952355169830e-06,7.458197399430e-05,1.000000000000e+04,4.004855793630e+03,4.000469552550e+03,4.083582687180e+03,4.009512644520e+03,9.380891896690e-04,2.500001544870e+03,1.810743747950e+22,6.228398703310e+06
8.584953383140e-10,5.000122309490e-02,2.014500501100e-03,9.479067338910e-01,2.954258828860e-06,7.458825410960e-05,1.000000000000e+04,4.004928587520e+03,4.000476601140e+03,4.084793396540e+03,4.009654715100e+03,9.380891896690e-04,2.500001568070e+03,1.810743764760e+22,6.228403033430e+06
8.713827683890e-10,5.000124146390e-02,2.014552530950e-03,9.479066551860e-01,2.956191036400e-06,7.459462839330e-05,1.000000000000e+04,4.005002470280e+03,4.000483755460e+03,4.086020986040e+03,4.009798894710e+03,9.380891896690e-04,2.500001591620e+03,1.810743781820e+22,6.228407428510e+06
8.844635099150e-10,5.000126010870e-02,2.014605341260e-03,9.479065753000e-01,2.958152220480e-06,7.460109825670e-05,1.000000000000e+04,4.005077458170e+03,4.000491017090e+03,4.087265672600e+03,4.009945214360e+03,9.380891896690e-04,2.500001615530e+03,1.810743799130e+22,6.228411889500e+06
8.977404625640e-10,5.000127903350e-02,2.014658943750e-03,9.479064942150e-01,2.960142815540e-06,7.460766513260e-05,1.000000000000e+04,4.005153567650e+03,4.000498387630e+03,4.088527675410e+03,4.010093705440e+03,9.380891896690e-04,2.500001639790e+03,1.810743816700e+22,6.228416417400e+06
9.112165695020e-10,5.000129824230e-02,2.014713350290e-03,9.479064119140e-01,2.962163262550e-06,7.461433047510e-05,1.000000000000e+04,4.005230815460e+03,4.000505868730e+03,4.089807215940e+03,4.010244399840e+03,9.380891896690e-04,2.500001664410e+03,1.810743834540e+22,6.228421013220e+06
9.248948180440e-10,5.000131773960e-02,2.014768572950e-03,9.479063283780e-01,2.964214009080e-06,7.462109576000e-05,1.000000000000e+04,4.005309218580e+03,4.000513462030e+03,4.091104517940e+03,4.010397329890e+03,9.380891896690e-04,2.500001689410e+03,1.810743852650e+22,6.228425677980e+06
9.387782403150e-10,5.000133752960e-02,2.014824623980e-03,9.479062435880e-01,2.966295509390e-06,7.462796248540e-05,1.000000000000e+04,4.005388794220e+03,4.000521169220e+03,4.092419807460e+03,4.010552528370e+03,9.380891896690e-04,2.500001714780e+03,1.810743871020e+22,6.228430412700e+06
