t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
1.088027721550e-12,5.000000299630e-02,9.832108630080e-08,9.499998971950e-01,1.340193545520e-09,1.470186113600e-10,1.000000000000e+04,5.906590274430e+03,5.000123591200e+02,4.824704424840e+03,3.892125536290e+03,7.504713517360e-03,2.000000003070e+04,1.448594105430e+23,4.526099222200e+06
1.114348137370e-12,5.000000306880e-02,1.006995685130e-07,9.499998947080e-01,1.372614217340e-09,1.505751810390e-10,1.000000000000e+04,5.906590399540e+03,5.000126580960e+02,4.824704654750e+03,3.892126684380e+03,7.504713517360e-03,2.000000003150e+04,1.448594105490e+23,4.526099332530e+06
1.141063359430e-12,5.000000314240e-02,1.031137280780e-07,9.499998921840e-01,1.405521205380e-09,1.541851017250e-10,1.000000000000e+04,5.906590526530e+03,5.000129615570e+02,4.824704888120e+03,3.892127849680e+03,7.504713517360e-03,2.000000003220e+04,1.448594105540e+23,4.526099444520e+06
1.168179309830e-12,5.000000321700e-02,1.055641001610e-07,9.499998896220e-01,1.438921804560e-09,1.578491737560e-10,1.000000000000e+04,5.906590655420e+03,5.000132695700e+02,4.824705124980e+03,3.892129032480e+03,7.504713517360e-03,2.000000003300e+04,1.448594105600e+23,4.526099558180e+06
1.195701999470e-12,5.000000329280e-02,1.080512279530e-07,9.499998870220e-01,1.472823419250e-09,1.615682094790e-10,1.000000000000e+04,5.906590786240e+03,5.000135822030e+02,4.824705365400e+03,3.892130233010e+03,7.504713517360e-03,2.000000003380e+04,1.448594105650e+23,4.526099673550e+06
1.223637529460e-12,5.000000336980e-02,1.105756627920e-07,9.499998843820e-01,1.507233564870e-09,1.653430334290e-10,1.000000000000e+04,5.906590919030e+03,5.000138995260e+02,4.824705609430e+03,3.892131451560e+03,7.504713517360e-03,2.000000003460e+04,1.448594105710e+23,4.526099790650e+06
1.251992092410e-12,5.000000344780e-02,1.131379642900e-07,9.499998817030e-01,1.542159869590e-09,1.691744825100e-10,1.000000000000e+04,5.906591053810e+03,5.000142216080e+02,4.824705857110e+03,3.892132688390e+03,7.504713517360e-03,2.000000003540e+04,1.448594105770e+23,4.526099909510e+06
1.280771973790e-12,5.000000352710e-02,1.157387004500e-07,9.499998789840e-01,1.577610076010e-09,1.730634061840e-10,1.000000000000e+04,5.906591190620e+03,5.000145485210e+02,4.824706108520e+03,3.892133943780e+03,7.504713517360e-03,2.000000003620e+04,1.448594105830e+23,4.526100030150e+06
1.309983553400e-12,5.000000360760e-02,1.183784477960e-07,9.499998762230e-01,1.613592042860e-09,1.770106666550e-10,1.000000000000e+04,5.906591329470e+03,5.000148803380e+02,4.824706363690e+03,3.892135218000e+03,7.504713517360e-03,2.000000003700e+04,1.448594105890e+23,4.526100152600e+06
1.339633306700e-12,5.000000368920e-02,1.210577915000e-07,9.499998734220e-01,1.650113746790e-09,1.810171390640e-10,1.000000000000e+04,5.906591470420e+03,5.000152171320e+02,4.824706622700e+03,3.892136511340e+03,7.504713517360e-03,2.000000003780e+04,1.448594105950e+23,4.526100276880e+06
