t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
1.161824413320e-10,5.000036203980e-02,9.499513917190e-01,3.699030301310e-05,7.985516406560e-06,2.236756874310e-06,7.319348473020e-07,2.418307613080e-07,5.935595915990e-08,5.437421529970e-10,1.000000000000e+04,5.010165582580e+02,3.863678490440e+03,5.227924434910e+03,6.320162990140e+03,7.172301771720e+03,6.224738778050e+03,5.758932440040e+03,4.659218440430e+03,7.504713517360e-03,2.000000371320e+04,1.448594372160e+23,4.526625616780e+06
1.179351779520e-10,5.000036750630e-02,9.499506585650e-01,3.754815765390e-05,8.106002773280e-06,2.270506548050e-06,7.429787072380e-07,2.454793956900e-07,6.025136153260e-08,5.519635850360e-10,1.000000000000e+04,5.010318840980e+02,3.863718834720e+03,5.227927957570e+03,6.320164381620e+03,7.172293762630e+03,6.224721273110e+03,5.758960416660e+03,4.659330321040e+03,7.504713517360e-03,2.000000376930e+04,1.448594376220e+23,4.526633626130e+06
1.197142056210e-10,5.000037305500e-02,9.499499144140e-01,3.811438006480e-05,8.228296930770e-06,2.304762643170e-06,7.541882809600e-07,2.491827704780e-07,6.116019354940e-08,5.603089006210e-10,1.000000000000e+04,5.010474395220e+02,3.863758823430e+03,5.227931533040e+03,6.320165793990e+03,7.172285633640e+03,6.224703505900e+03,5.758988812840e+03,4.659443872520e+03,7.504713517360e-03,2.000000382620e+04,1.448594380340e+23,4.526641755610e+06
1.215199187050e-10,5.000037868700e-02,9.499491590990e-01,3.868909576080e-05,8.352426010890e-06,2.339532761300e-06,7.655660558650e-07,2.529417071080e-07,6.208265661310e-08,5.687799749830e-10,1.000000000000e+04,5.010632279630e+02,3.863798452500e+03,5.227935162100e+03,6.320167227580e+03,7.172277382950e+03,6.224685472480e+03,5.759017634870e+03,4.659559119720e+03,7.504713517360e-03,2.000000388400e+04,1.448594384520e+23,4.526650007010e+06
1.233527174860e-10,5.000038440370e-02,9.499483924540e-01,3.927243213970e-05,8.478417552890e-06,2.374824618280e-06,7.771145567100e-07,2.567570393470e-07,6.301895514610e-08,5.773787119950e-10,1.000000000000e+04,5.010792529080e+02,3.863837712790e+03,5.227938845560e+03,6.320168682690e+03,7.172269008750e+03,6.224667168880e+03,5.759046889130e+03,4.659676087840e+03,7.504713517360e-03,2.000000394260e+04,1.448594388770e+23,4.526658382150e+06
1.252130082480e-10,5.000039020630e-02,9.499476143080e-01,3.986451851010e-05,8.606299509580e-06,2.410646045840e-06,7.888363461790e-07,2.606296134780e-07,6.396929663590e-08,5.861070446150e-10,1.000000000000e+04,5.010955178940e+02,3.863876670130e+03,5.227942584230e+03,6.320170159660e+03,7.172260509190e+03,6.224648591050e+03,5.759076582110e+03,4.659794802460e+03,7.504713517360e-03,2.000000400210e+04,1.448594393080e+23,4.526666882900e+06
1.271012033720e-10,5.000039609610e-02,9.499468244890e-01,4.046548612020e-05,8.736100253560e-06,2.447004993370e-06,8.007340254470e-07,2.645602884890e-07,6.493389168120e-08,5.949669353410e-10,1.000000000000e+04,5.011120265120e+02,3.863915441780e+03,5.227946378940e+03,6.320171658810e+03,7.172251882400e+03,6.224629734890e+03,5.759106720380e+03,4.659915289550e+03,7.504713517360e-03,2.000000406250e+04,1.448594397460e+23,4.526675511140e+06
1.290177214220e-10,5.000040207450e-02,9.499460228220e-01,4.107546818710e-05,8.867848583490e-06,2.483909529660e-06,8.128102347650e-07,2.685499362660e-07,6.591295403800e-08,6.039603766660e-10,1.000000000000e+04,5.011287824050e+02,3.863953920470e+03,5.227950230530e+03,6.320173180470e+03,7.172243126470e+03,6.224610596230e+03,5.759137310630e+03,4.660037575430e+03,7.504713517360e-03,2.000000412380e+04,1.448594401900e+23,4.526684268780e+06
1.309629872440e-10,5.000040814260e-02,9.499452091290e-01,4.169459992570e-05,9.001573730540e-06,2.521367844730e-06,8.250676540450e-07,2.725994417810e-07,6.690670066740e-08,6.130893915520e-10,1.000000000000e+04,5.011457892730e+02,3.863992102200e+03,5.227954139850e+03,6.320174724990e+03,7.172234239490e+03,6.224591170850e+03,5.759168359620e+03,4.660161686830e+03,7.504713517360e-03,2.000000418610e+04,1.448594406400e+23,4.526693157760e+06
1.329374320520e-10,5.000041430200e-02,9.499443832290e-01,4.232301857950e-05,9.137305364860e-06,2.559388251640e-06,8.375090034550e-07,2.767097032940e-07,6.791535178330e-08,6.223560338970e-10,1.000000000000e+04,5.011630508700e+02,3.864029977880e+03,5.227958107770e+03,6.320176292700e+03,7.172225219490e+03,6.224571454460e+03,5.759199874240e+03,4.660287650880e+03,7.504713517360e-03,2.000000424930e+04,1.448594410980e+23,4.526702180040e+06
