t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
1.070272166830e-13,5.000000033320e-02,3.170320235320e-09,5.555918798050e-11,1.097582469450e-11,2.428833219380e-09,6.708088080890e-13,3.246640224740e-08,4.412471645900e-10,9.499999610930e-01,1.000000000000e+04,5.635271232050e+03,5.454445371070e+03,5.908872758550e+03,5.986605407830e+03,4.053720293400e+02,1.652063146150e+03,6.314508876290e+03,5.000012685030e+02,7.504713517360e-03,2.000000000340e+04,1.448594103460e+23,4.526095149940e+06
1.186326249340e-13,5.000000036940e-02,3.514091319520e-09,6.158370016410e-11,1.216597988710e-11,2.692201762020e-09,7.435473071060e-13,3.348043914920e-08,4.890934379680e-10,9.499999593800e-01,1.000000000000e+04,5.635271263010e+03,5.454445117860e+03,5.908872802200e+03,5.986605470140e+03,4.053720203560e+02,1.731551988960e+03,6.314508858450e+03,5.000014060520e+02,7.504713517360e-03,2.000000000380e+04,1.448594103480e+23,4.526095202980e+06
1.304121143080e-13,5.000000040600e-02,3.863018973300e-09,6.769857949350e-11,1.337398754210e-11,2.959520835680e-09,8.173768631110e-13,3.450968661330e-08,5.376574054260e-10,9.499999576420e-01,1.000000000000e+04,5.635271294460e+03,5.454444860880e+03,5.908872846640e+03,5.986605528470e+03,4.053720112430e+02,1.807779823880e+03,6.314508840370e+03,5.000015456650e+02,7.504713517360e-03,2.000000000420e+04,1.448594103510e+23,4.526095256820e+06
1.423682960220e-13,5.000000044330e-02,4.217180545360e-09,7.390518145990e-11,1.460011545090e-11,3.230849698450e-09,8.923138413450e-13,3.555437279800e-08,5.869498323780e-10,9.499999558780e-01,1.000000000000e+04,5.635271326430e+03,5.454444600080e+03,5.908872891880e+03,5.986605583850e+03,4.053720019980e+02,1.881040823020e+03,6.314508822050e+03,5.000016873710e+02,7.504713517360e-03,2.000000000450e+04,1.448594103540e+23,4.526095311460e+06
1.545038204630e-13,5.000000048100e-02,4.576654544600e-09,8.020488188650e-11,1.584463542170e-11,3.506248497300e-09,9.683748525070e-13,3.661472928430e-08,6.369816457160e-10,9.499999540870e-01,1.000000000000e+04,5.635271358930e+03,5.454444335400e+03,5.908872937910e+03,5.986605637000e+03,4.053719926200e+02,1.951581192120e+03,6.314508803470e+03,5.000018312030e+02,7.504713517360e-03,2.000000000490e+04,1.448594103570e+23,4.526095366930e+06
1.668213777700e-13,5.000000051940e-02,4.941520657590e-09,8.659907723290e-11,1.710782334010e-11,3.785778281400e-09,1.045576756440e-12,3.769099112690e-08,6.877639362370e-10,9.499999522700e-01,1.000000000000e+04,5.635271391970e+03,5.454444066790e+03,5.908872984750e+03,5.986605688460e+03,4.053719831060e+02,2.019611979200e+03,6.314508784650e+03,5.000019771920e+02,7.504713517360e-03,2.000000000530e+04,1.448594103590e+23,4.526095423230e+06
1.793236984360e-13,5.000000055830e-02,5.311859766170e-09,9.308918490560e-11,1.838995923010e-11,4.069501015680e-09,1.123936665860e-12,3.878339690620e-08,7.393079611000e-10,9.499999504250e-01,1.000000000000e+04,5.635271425550e+03,5.454443794170e+03,5.908873032400e+03,5.986605738670e+03,4.053719734550e+02,2.085316947490e+03,6.314508765570e+03,5.000021253720e+02,7.504713517360e-03,2.000000000570e+04,1.448594103620e+23,4.526095480370e+06
1.920135539130e-13,5.000000059780e-02,5.687753965430e-09,9.967664357120e-11,1.969132731610e-11,4.357479594510e-09,1.203471950170e-12,3.989218878150e-08,7.916251463210e-10,9.499999485530e-01,1.000000000000e+04,5.635271459680e+03,5.454443517500e+03,5.908873080870e+03,5.986605787950e+03,4.053719636640e+02,2.148855047810e+03,6.314508746230e+03,5.000022757730e+02,7.504713517360e-03,2.000000000610e+04,1.448594103650e+23,4.526095538370e+06
2.048937572210e-13,5.000000063790e-02,6.069286581910e-09,1.063629134760e-10,2.101221608600e-11,4.649777855700e-09,1.284200239250e-12,4.101761254430e-08,8.447270893050e-10,9.499999466520e-01,1.000000000000e+04,5.635271494370e+03,5.454443236710e+03,5.908873130170e+03,5.986605836540e+03,4.053719537310e+02,2.210365799190e+03,6.314508726630e+03,5.000024284310e+02,7.504713517360e-03,2.000000000650e+04,1.448594103680e+23,4.526095597230e+06
2.179671635800e-13,5.000000067860e-02,6.456542192010e-09,1.131494767700e-10,2.235291835530e-11,4.946460594620e-09,1.366139427470e-12,4.215991767310e-08,8.986255614210e-10,9.499999447230e-01,1.000000000000e+04,5.635271529630e+03,5.454442951730e+03,5.908873180310e+03,5.986605884670e+03,4.053719436530e+02,2.269973131430e+03,6.314508706760e+03,5.000025833790e+02,7.504713517360e-03,2.000000000700e+04,1.448594103710e+23,4.526095656990e+06
2.312366710330e-13,5.000000071990e-02,6.849606640820e-09,1.200378378330e-10,2.371373133180e-11,5.247593578590e-09,1.449307677530e-12,4.331935738860e-08,9.533325106060e-10,9.499999427650e-01,1.000000000000e+04,5.635271565470e+03,5.454442662510e+03,5.908873231300e+03,5.986605932490e+03,4.053719334290e+02,2.327788258550e+03,6.314508686620e+03,5.000027406510e+02,7.504713517360e-03,2.000000000740e+04,1.448594103740e+23,4.526095717630e+06
2.447052210990e-13,5.000000076190e-02,7.248567061090e-09,1.270295236120e-10,2.509495668160e-11,5.553243561410e-09,1.533723424590e-12,4.449618870970e-08,1.008860064020e-09,9.499999407780e-01,1.000000000000e+04,5.635271601890e+03,5.454442368980e+03,5.908873283140e+03,5.986605980140e+03,4.053719230550e+02,2.383911517120e+03,6.314508666200e+03,5.000029002820e+02,7.504713517360e-03,2.000000000780e+04,1.448594103770e+23,4.526095779190e+06
2.583757994150e-13,5.000000080440e-02,7.653511892580e-09,1.341260839570e-10,2.649690059580e-11,5.863478298220e-09,1.619405380300e-12,4.569067251070e-08,1.065220530710e-09,9.499999387600e-01,1.000000000000e+04,5.635271638900e+03,5.454442071070e+03,5.908873335850e+03,5.986606027760e+03,4.053719125310e+02,2.438433236090e+03,6.314508645510e+03,5.000030623070e+02,7.504713517360e-03,2.000000000830e+04,1.448594103810e+23,4.526095841670e+06
2.722514364070e-13,5.000000084760e-02,8.064530901620e-09,1.413290919640e-10,2.791987385870e-11,6.178366560470e-09,1.706372536950e-12,4.690307357910e-08,1.122426404400e-09,9.499999367130e-01,1.000000000000e+04,5.635271676510e+03,5.454441768720e+03,5.908873389440e+03,5.986606075420e+03,4.053719018530e+02,2.491434363370e+03,6.314508624530e+03,5.000032267630e+02,7.504713517360e-03,2.000000000870e+04,1.448594103840e+23,4.526095905090e+06
2.863352079530e-13,5.000000089150e-02,8.481715201090e-09,1.486401443260e-10,2.936419191660e-11,6.497978151190e-09,1.794644171710e-12,4.813366067410e-08,1.180490366190e-09,9.499999346350e-01,1.000000000000e+04,5.635271714740e+03,5.454441461860e+03,5.908873443920e+03,5.986606123230e+03,4.053718910180e+02,2.542989432190e+03,6.314508603260e+03,5.000033936860e+02,7.504713517360e-03,2.000000000910e+04,1.448594103870e+23,4.526095969460e+06
3.006302360720e-13,5.000000093600e-02,8.905157270530e-09,1.560608616850e-10,3.083017494730e-11,6.822383920470e-09,1.884239850860e-12,4.938270658630e-08,1.239425287390e-09,9.499999325260e-01,1.000000000000e+04,5.635271753570e+03,5.454441150420e+03,5.908873499290e+03,5.986606171240e+03,4.053718800250e+02,2.593166945160e+03,6.314508581690e+03,5.000035631120e+02,7.504713517360e-03,2.000000000960e+04,1.448594103900e+23,4.526096034790e+06
